Bin	Label	Prob	Compound Name	Rank	Model
28-Combined_AA_S & 78	True Negative	0.058	[PNNLMET0103] mevalonic acid 2[M] [13.699]	11	Reduced Model
28-Combined_AA_S & 78	True Negative	0.003	[PNNLMET0085] cis,cis-muconic acid [13.703]	35	Reduced Model
28-Combined_AA_S & 78	True Negative	0	[660] dihydrocoumarin 2 [13.669]	48	Reduced Model
28-Combined_AA_S & 78	True Negative	0.015	[93556] 5,6-dihydrothymine [12.930]	22	Reduced Model
28-Combined_AA_S & 78	True Negative	0	[150923] 3-methyloxyindole 1 [12.949]	48	Reduced Model
28-Combined_AA_S & 78	True Negative	0.024	[7456] methylparaben [12.905]	17	Reduced Model
28-Combined_AA_S & 78	True Negative	0.005	[268779] N-methyl-DL-glutamic acid 2 [13.718]	33	Reduced Model
28-Combined_AA_S & 78	True Negative	0.017	[268779] N-methylglutamic acid 3 [13.755]	21	Reduced Model
28-Combined_AA_S & 78	True Negative	0.001	[126] 4-hydroxybenzaldehyde 1 [12.878]	40	Reduced Model
28-Combined_AA_S & 78	True Negative	0.007	[6038] 2-hydroxyquinoline  1 [12.903]	29	Reduced Model
28-Combined_AA_S & 81	True Negative	0.003	[1057] pyrogallol [13.456]	37	Reduced Model
28-Combined_AA_S & 81	True Negative	0.055	[11915] benzoylformic acid 2 [13.386]	8	Reduced Model
28-Combined_AA_S & 81	True Negative	0.015	[PNNLMET0103] mevalonic acid 1 [13.446]	17	Reduced Model
28-Combined_AA_S & 81	True Negative	0.003	[601] D-Ala-D-Ala 1 [13.363]	37	Reduced Model
28-Combined_AA_S & 81	True Negative	0.014	[150923] 3-methyloxyindole 2 [13.348]	18	Reduced Model
28-Combined_AA_S & 81	True Negative	0.003	[5801] 2-aminophenol 3 [13.489]	37	Reduced Model
28-Combined_AA_S & 81	True Negative	0.242	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	4	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[115288] 2-amino-2-norbornanecarboxylic acid  4 [13.514]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[11847] 2,6-dibromophenol [13.391]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[268779] N-methylglutamic acid 2 [13.38]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.042	[115288] 2-amino-2-norbornanecarboxylic acid  3 [13.389]	11	Reduced Model
28-Combined_AA_S & 81	True Negative	0.027	[5280451] maleamic acid 2 [13.341]	14	Reduced Model
28-Combined_AA_S & 81	True Negative	0.002	[268779] N-methyl-DL-glutamic acid 1 [13.345]	41	Reduced Model
28-Combined_AA_S & 81	True Negative	0.26	[500] 4-guanidinobutyric acid 2 [13.348]	3	Reduced Model
28-Combined_AA_S & 81	True Negative	0.007	[403] 4-aminophenol 2 [13.324]	28	Reduced Model
28-Combined_AA_S & 81	True Negative	0.006	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	30	Reduced Model
28-Combined_AA_S & 81	True Negative	0.124	[8897] iminodiacetic acid 2 [13.285]	5	Reduced Model
28-Combined_AA_S & 81	True Negative	0.008	[67069] N-methylanthranilic acid 1 [13.522]	25	Reduced Model
28-Combined_AA_S & 81	True Positive	1	[5810] trans-4-hydroxy-L-proline 2 [13.524]	1	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[12005] 2,4-dibromophenol [13.58]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0.013	[568] dibenzofuran [13.402]	22	Reduced Model
28-Combined_AA_S & 81	True Negative	0.008	[412] nornicotine [13.255]	25	Reduced Model
28-Combined_AA_S & 81	True Negative	0.047	[73064] beta-glutamic acid [13.279]	10	Reduced Model
28-Combined_AA_S & 81	True Negative	0.023	[8299] acetol 1 [13.293]	16	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[n/a] L-glutamic acid-2,3,3,4,4-d5 1 [13.329]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[444539] cinnamic acid [13.530]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.003	salicylic acid	37	Reduced Model
28-Combined_AA_S & 81	True Negative	0.007	[78092] 3-isochromanone [13.248]	28	Reduced Model
28-Combined_AA_S & 81	True Negative	0.008	[PNNLMET0026] erythritol [13.176]	25	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[77341] 4-nitroquinoline [13.643]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[10820] 4-isopropylbenzoic acid [13.247]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.002	[151138] 4-hydroxycyclohexanecarboxylic acid (cis) [13.164]	41	Reduced Model
28-Combined_AA_S & 81	True Negative	0.006	[597] cytosine 2 [13.255]	30	Reduced Model
28-Combined_AA_S & 81	True Negative	0.027	[913] halostachine 2 [13.201]	14	Reduced Model
28-Combined_AA_S & 81	True Negative	0.005	[7478] p-anisic acid [13.247]	34	Reduced Model
28-Combined_AA_S & 81	True Negative	0.006	[PNNLMET0027] D-threitol [13.128]	30	Reduced Model
28-Combined_AA_S & 81	True Negative	0.014	[5280451] maleamic acid 3 [13.681]	18	Reduced Model
28-Combined_AA_S & 81	True Negative	0.002	[PNNLMET0103] mevalonic acid 2[M] [13.699]	41	Reduced Model
28-Combined_AA_S & 81	True Negative	0.014	[PNNLMET0085] cis,cis-muconic acid [13.703]	18	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[660] dihydrocoumarin 2 [13.669]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[n/a] L-glutamic acid-2,3,3,4,4-d5 3 (dehydrated) [13.208]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0.041	[PNNLMET0020] purine [13.095 ]RI=1193.5,  13.0947 min STD007	12	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[26548] 4-hydroxybenzyl cyanide [13.161]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.011	[125] 4-hydroxybenzyl alcohol [13.085]	23	Reduced Model
28-Combined_AA_S & 81	True Negative	0.029	[268779] N-methyl-DL-glutamic acid 2 [13.718]	13	Reduced Model
28-Combined_AA_S & 81	True Negative	0.014	[268779] N-methylglutamic acid 3 [13.755]	18	Reduced Model
28-Combined_AA_S & 81	True Negative	0.01	[500] 4-guanidinobutyric acid 1 [13.116]	24	Reduced Model
28-Combined_AA_S & 81	True Negative	0.006	[PNNLMET0080]adipic acid [13.119]	30	Reduced Model
28-Combined_AA_S & 81	True Negative	0.107	[5351896] trans-3-hexenedioic acid [13.08]	6	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[126] 4-hydroxybenzaldehyde  2 [13.030]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[660] dihydrocoumarin 1 [13.066]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[1001] phenylethylamine [13.766]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0	[980] 4-nitrophenol [13.075]	53	Reduced Model
28-Combined_AA_S & 81	True Negative	0.002	[18189] 4-acetamidobutyric acid 2 [13.058]	41	Reduced Model
28-Combined_AA_S & 81	True Negative	0.054	[68152] 3-hydroxypropanoic acid 1 [13.763]	9	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[70914] N-acetyl-L-glutamic acid 1 [13.063]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[3314] eugenol [12.761]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0.005	[6441567] tiglylglycine 1 [13.770]	34	Reduced Model
28-Combined_AA_S & 81	True Negative	0.095	[7911] malonamide 3 [12.993]	7	Reduced Model
28-Combined_AA_S & 81	True Negative	0.004	[8406] 2-carboxybenzaldehyde 1 [13.826]	36	Reduced Model
28-Combined_AA_S & 81	True Negative	0.001	[72924] 6-hydroxynicotinic acid [13.827]	45	Reduced Model
28-Combined_AA_S & 81	True Negative	0.305	[51] alpha ketoglutaric acid [13.859]	2	Reduced Model
28-Combined_AA_S & 84	True Negative	0.116	[68152] 3-hydroxypropanoic acid 1 [13.763]	12	Reduced Model
28-Combined_AA_S & 84	True Positive	1	L-cysteine [major]	1	Reduced Model
28-Combined_AA_S & 84	True Negative	0.01	[1001] phenylethylamine [13.766]	31	Reduced Model
28-Combined_AA_S & 84	True Negative	0.157	[51] alpha ketoglutaric acid [13.859]	9	Reduced Model
28-Combined_AA_S & 84	False Positive	0.749	[8406] 2-carboxybenzaldehyde 1 [13.826]	4	Reduced Model
28-Combined_AA_S & 84	True Negative	0.004	[6441567] tiglylglycine 1 [13.770]	40	Reduced Model
28-Combined_AA_S & 84	True Negative	0.012	[36] 2-isopropylmalic acid [13.836]	28	Reduced Model
28-Combined_AA_S & 84	True Negative	0.021	[588] Creatinine [13.825]	24	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[72924] 6-hydroxynicotinic acid [13.827]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[268779] N-methylglutamic acid 3 [13.755]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0.007	[268779] N-methyl-DL-glutamic acid 2 [13.718]	37	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[169485] 3-methylcrotonyl glycine 1  [13.805]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.012	[PNNLMET0103] mevalonic acid 2[M] [13.699]	28	Reduced Model
28-Combined_AA_S & 84	True Negative	0.098	[68152] 3-hydroxypropanoic acid 2 [13.848]	13	Reduced Model
28-Combined_AA_S & 84	True Negative	0.011	[PNNLMET0085] cis,cis-muconic acid [13.703]	30	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[660] dihydrocoumarin 2 [13.669]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0.003	3-hydroxybenzoic acid	42	Reduced Model
28-Combined_AA_S & 84	True Negative	0.009	[5280451] maleamic acid 3 [13.681]	32	Reduced Model
28-Combined_AA_S & 84	True Negative	0.003	[5312] succinylacetone 1 [13.874]	42	Reduced Model
28-Combined_AA_S & 84	True Negative	0.062	2-hydroxyphenylacetic acid	18	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[6441567] tiglylglycine 2 [13.889]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.013	[159660] trimethyllysine [13.984]	27	Reduced Model
28-Combined_AA_S & 84	True Negative	0.253	[3848] 3-phenyllactic acid [13.981]	6	Reduced Model
28-Combined_AA_S & 84	True Negative	0.229	[444718] L-beta-phenyllactic acid [13.983]	7	Reduced Model
28-Combined_AA_S & 84	True Negative	0.009	[77341] 4-nitroquinoline [13.643]	32	Reduced Model
28-Combined_AA_S & 84	True Negative	0.161	[997] phenylpyruvate [13.964]	8	Reduced Model
28-Combined_AA_S & 84	True Negative	0.031	[PNNLMET0034] 3-hydroxyisovaleric acid [14.007]	22	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[853433] isoeugenol [13.932]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0	2-(4-hydroxyphenyl)ethanol (tyrosol)	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.078	[PNNLMET0031] 2-hydroxyglutaric acid [14.011]	14	Reduced Model
28-Combined_AA_S & 84	True Negative	0.051	[181976] 3-hydroxyglutaric acid [13.959]	19	Reduced Model
28-Combined_AA_S & 84	False Positive	0.853	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	2	Reduced Model
28-Combined_AA_S & 84	True Negative	0.119	[444539] cinnamic acid [13.530]	11	Reduced Model
28-Combined_AA_S & 84	True Negative	0.021	[12005] 2,4-dibromophenol [13.58]	24	Reduced Model
28-Combined_AA_S & 84	True Negative	0.035	[169485] 3-methylcrotonyl glycine 2  [13.966]	21	Reduced Model
28-Combined_AA_S & 84	True Negative	0.004	[439939] 2-hydroxyglutaric acid [13.975]	40	Reduced Model
28-Combined_AA_S & 84	True Negative	0.008	[10726] tropic acid [14.059]	36	Reduced Model
28-Combined_AA_S & 84	True Negative	0.065	[PNNLMET0033] 3-hydroxyglutaric acid [14.030]	16	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[403] 4-aminophenol 3 [14.031]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0.07	[5801] 2-aminophenol 3 [13.489]	15	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[67069] N-methylanthranilic acid 1 [13.522]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0.009	[111] 3-ureidopropionate 1 [14.091]	32	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.044	[439196] L-dithiothreitol 1 [14.062]	20	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[115288] 2-amino-2-norbornanecarboxylic acid  4 [13.514]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.009	[12793] phenylphosphoric acid [14.098]	32	Reduced Model
28-Combined_AA_S & 84	True Negative	0.007	[1057] pyrogallol [13.456]	37	Reduced Model
28-Combined_AA_S & 84	True Negative	0.002	[5312] succinylacetone 2 [14.076]	44	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[529] phosphoglycolic acid [14.122]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[1005] phosphoenolpyruvic acid [14.176]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0.063	[PNNLMET0103] mevalonic acid 1 [13.446]	17	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[601] D-Ala-D-Ala2 [14.11]	52	Reduced Model
28-Combined_AA_S & 84	True Negative	0.016	[601] D-Ala-D-Ala 1 [13.363]	26	Reduced Model
28-Combined_AA_S & 84	True Negative	0.027	[10787] benzene-1,2,4-triol [14.164]	23	Reduced Model
28-Combined_AA_S & 84	True Negative	0.147	[11915] benzoylformic acid 2 [13.386]	10	Reduced Model
28-Combined_AA_S & 84	True Negative	0.007	[5312] succinylacetone 3 [14.129]	37	Reduced Model
28-Combined_AA_S & 84	True Negative	0.328	[16217724] L-asparagine-15N2,d8 1 [14.219]	5	Reduced Model
28-Combined_AA_S & 84	False Positive	0.82	[150923] 3-methyloxyindole 2 [13.348]	3	Reduced Model
28-Combined_AA_S & 84	True Negative	0.001	[11847] 2,6-dibromophenol [13.391]	45	Reduced Model
28-Combined_AA_S & 84	True Negative	0	[568] dibenzofuran [13.402]	52	Reduced Model
28-Combined_AA_S & 92	True Positive	0.99	L-asparagine [minor]	1	Reduced Model
28-Combined_AA_S & 92	True Negative	0.246	[16217724] L-asparagine-15N2,d8 2 [14.503]	4	Reduced Model
28-Combined_AA_S & 92	True Negative	0.16	[PNNLMET0071] 3-hydroxyphenylacetic acid [14.417]	6	Reduced Model
28-Combined_AA_S & 92	True Negative	0.014	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	26	Reduced Model
28-Combined_AA_S & 92	True Negative	0.017	[5356793] trans,trans-muconic acid [14.414]	24	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[597] cytosine 3 [14.524]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.023	[138] 5-aminovaleric acid 1 [14.458]	22	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[5354280] propenylguaethol [14.388]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.248	[PNNLMET0017] hypotaurine [14.303]	3	Reduced Model
28-Combined_AA_S & 92	True Negative	0.094	[239] Beta- alanine  2 [14.555]	14	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[n/a] L-glutamic acid-2,3,3,4,4-d5 2 [14.381]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.012	[69141] 4-hydroxyquinoline 1 [14.529]	27	Reduced Model
28-Combined_AA_S & 92	True Negative	0.488	[444305] tartaric acid [14.588]	2	Reduced Model
28-Combined_AA_S & 92	True Negative	0.002	[PNNLMET0032] 3-hydroxy-3-methylglutaric acid [14.354]	36	Reduced Model
28-Combined_AA_S & 92	True Negative	0.007	[9679] 5-aminoimidazole-4-carboxamide 1 [14.616]	32	Reduced Model
28-Combined_AA_S & 92	True Negative	0.004	[226486] methoxyeugenol [14.541]	34	Reduced Model
28-Combined_AA_S & 92	True Negative	0.001	[67069] N-methylanthranilic acid 2 [14.312]	40	Reduced Model
28-Combined_AA_S & 92	True Negative	0.011	4-hydroxybenzoic acid (p-salicylic acid)	28	Reduced Model
28-Combined_AA_S & 92	True Negative	0.009	[8406] 2-carboxybenzaldehyde 2 [14.282]	30	Reduced Model
28-Combined_AA_S & 92	True Negative	0.158	[5312] succinylacetone 4 [14.213]	7	Reduced Model
28-Combined_AA_S & 92	True Negative	0.001	[359] phloroglucinol [14.621]	40	Reduced Model
28-Combined_AA_S & 92	True Negative	0.002	[7472] N,N-dimethyl-1,4-phenylenediamine 2 [14.64]	36	Reduced Model
28-Combined_AA_S & 92	True Negative	0.002	[6101] p-toluenesulfonic acid [14.265]	36	Reduced Model
28-Combined_AA_S & 92	True Negative	0.146	[1662] 3-hydroxy-3-methylglutaric acid (dicrotalic acid) [14.232]	9	Reduced Model
28-Combined_AA_S & 92	True Negative	0.028	[99463] N-caproylglycine 1 [14.658]	20	Reduced Model
28-Combined_AA_S & 92	True Negative	0.094	[71] alpha-ketoadipic acid 1 [14.668]	14	Reduced Model
28-Combined_AA_S & 92	True Negative	0.034	[385] pimelic acid [14.19]	19	Reduced Model
28-Combined_AA_S & 92	True Negative	0.239	[16217724] L-asparagine-15N2,d8 1 [14.219]	5	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[428] 1,3-diaminopropane 1 [14.708]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[7017] 2-hydroxybiphenyl [14.193]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.149	[5312] succinylacetone 3 [14.129]	8	Reduced Model
28-Combined_AA_S & 92	True Negative	0.118	[10787] benzene-1,2,4-triol [14.164]	12	Reduced Model
28-Combined_AA_S & 92	True Negative	0.009	[6853] fluorene [14.182]	30	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[601] D-Ala-D-Ala2 [14.11]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.099	4-hydroxyphenylacetic acid	13	Reduced Model
28-Combined_AA_S & 92	True Negative	0.002	[1005] phosphoenolpyruvic acid [14.176]	36	Reduced Model
28-Combined_AA_S & 92	True Negative	0.136	[156807] D-lyxosylamine 1 [14.737]	11	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[3893] lauric acid [14.789]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.004	[62348] 4-hydroxy-3-methoxybenzyl alcohol [14.728]	34	Reduced Model
28-Combined_AA_S & 92	True Negative	0.011	[5312] succinylacetone 2 [14.076]	28	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[529] phosphoglycolic acid [14.122]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.025	[76720] 2,5-furandicarboxylic acid [14.761]	21	Reduced Model
28-Combined_AA_S & 92	True Negative	0.056	[65065] N-acetyl-L-aspartic acid 1 [14.828]	16	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[12127] isovanillin [14.768]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.142	[443239] threo-3-hydroxy-L-aspartate [14.822]	10	Reduced Model
28-Combined_AA_S & 92	True Negative	0.035	[1183] vanillin [14.775]	18	Reduced Model
28-Combined_AA_S & 92	True Negative	0.022	[439196] L-dithiothreitol 1 [14.062]	23	Reduced Model
28-Combined_AA_S & 92	True Negative	0.015	[66336] 3-(3-methoxyphenyl)propionic acid [14.785]	25	Reduced Model
28-Combined_AA_S & 92	True Negative	0.006	[12793] phenylphosphoric acid [14.098]	33	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[111] 3-ureidopropionate 1 [14.091]	42	Reduced Model
28-Combined_AA_S & 92	True Negative	0.051	[443239] DL-threo-beta-hydroxyaspartic acid  [14.885]	17	Reduced Model
28-Combined_AA_S & 92	True Negative	0	[403] 4-aminophenol 3 [14.031]	42	Reduced Model
28-Combined_AA_S & 141	False Positive	0.983	[11333] lactulose 2 [24.431]	2	Reduced Model
28-Combined_AA_S & 141	False Positive	0.978	[11333] lactulose 3 [24.431]	3	Reduced Model
28-Combined_AA_S & 141	True Positive	1	sucrose	1	Reduced Model
28-Combined_AA_S & 141	True Negative	0.002	[5312983] 12-HETE [24.407]	18	Reduced Model
28-Combined_AA_S & 141	True Negative	0.021	[5870] estrone 1 [24.42]	12	Reduced Model
28-Combined_AA_S & 141	True Negative	0	[PNNLMET0014] 2,6-Dichloroindophenol 2(M) [24.214]	21	Reduced Model
28-Combined_AA_S & 141	True Negative	0.422	[PNNLMET0049] N-acetylneuraminic acid 2[M] [24.304]	5	Reduced Model
28-Combined_AA_S & 141	True Negative	0.068	[5283157] 20-HETE [24.434]	6	Reduced Model
28-Combined_AA_S & 141	True Negative	0.001	[5870] estrone 2 [24.462]	20	Reduced Model
28-Combined_AA_S & 141	True Negative	0	[445154] resveratrol [24.507]	21	Reduced Model
28-Combined_AA_S & 141	True Negative	0	[1103] spermine 2 [24.537]	21	Reduced Model
28-Combined_AA_S & 141	True Negative	0.004	[5757] estradiol [24.263]	17	Reduced Model
28-Combined_AA_S & 141	True Negative	0.011	[5280724] 15SHETE [24.502]	14	Reduced Model
28-Combined_AA_S & 141	True Negative	0.03	[101850] 11-ketoetiocholanolone 2 [24.629]	11	Reduced Model
28-Combined_AA_S & 141	True Negative	0.041	[101850] 11-ketoetiocholanolone 1 [24.517]	7	Reduced Model
28-Combined_AA_S & 141	True Negative	0	[4788] phloretin [24.515]	21	Reduced Model
28-Combined_AA_S & 141	False Positive	0.706	[16219560] lactobionic acid 1 [24.583]	4	Reduced Model
28-Combined_AA_S & 141	True Negative	0.034	[1189] xanthosine [24.205]	9	Reduced Model
28-Combined_AA_S & 141	True Negative	0.007	[92918] 5-methylcytidine [24.616]	15	Reduced Model
28-Combined_AA_S & 141	True Negative	0.031	[10267] D-fructose-1,6-diphosphate 1 [24.617]	10	Reduced Model
28-Combined_AA_S & 141	True Negative	0.002	[439176] 5'-deoxy-5'-(methylthio)adenosine  1 [24.627]	18	Reduced Model
28-Combined_AA_S & 141	True Negative	0.041	[440114] 5beta-androstane-3,17-dione [24.143]	7	Reduced Model
28-Combined_AA_S & 141	True Negative	0.013	[6013] testosterone 1 [24.618]	13	Reduced Model
28-Combined_AA_S & 141	True Negative	0.006	[6013] testosterone 2 [24.618]	16	Reduced Model
28-Combined_AA_S & 151	False Positive	0.976	[10712] cellobiose 2 [25.157]	7	Reduced Model
28-Combined_AA_S & 151	True Positive	1	[6255] maltose 1 [25.222]	1	Reduced Model
28-Combined_AA_S & 151	False Positive	0.954	trehalose	8	Reduced Model
28-Combined_AA_S & 151	False Positive	0.981	[4623424] sophorose 2 [25.189]	6	Reduced Model
28-Combined_AA_S & 151	True Negative	0.078	[5280370] squalene [25.251]	12	Reduced Model
28-Combined_AA_S & 151	True Negative	0.059	[596] cytidine 2 [25.061]	15	Reduced Model
28-Combined_AA_S & 151	True Negative	0.01	[PNNLMET0036] 5-methylthioadenosine 2(M) [25.134]	17	Reduced Model
28-Combined_AA_S & 151	True Negative	0.001	[439176] 5'-deoxy-5'-(methylthio)adenosine  2 [25.303]	22	Reduced Model
28-Combined_AA_S & 151	True Negative	0.024	[10267] D-fructose-1,6-diphosphate 2 [25.037]	16	Reduced Model
28-Combined_AA_S & 151	True Negative	0.002	[5280711] PGEM 1 [25.322]	19	Reduced Model
28-Combined_AA_S & 151	True Negative	0.004	[219833] pregnanediol [25.328]	18	Reduced Model
28-Combined_AA_S & 151	False Positive	0.697	[16219560] lactobionic acid 3 [25.406]	9	Reduced Model
28-Combined_AA_S & 151	False Positive	0.995	[165577] leucrose [24.975]	3	Reduced Model
28-Combined_AA_S & 151	True Negative	0	[1889] liquiritigenin 3 [25.021]	24	Reduced Model
28-Combined_AA_S & 151	True Negative	0.061	[73318] 8-hydroxydeoxyguanosine	14	Reduced Model
28-Combined_AA_S & 151	False Positive	0.995	[5460935] turanose 2 [25.018]	3	Reduced Model
28-Combined_AA_S & 151	True Negative	0.107	[222786] cortisone [25.002]	11	Reduced Model
28-Combined_AA_S & 151	True Negative	0.162	[123826] N-acetylglucosaminylasparagine [24.695]	10	Reduced Model
28-Combined_AA_S & 151	False Positive	0.992	[4623424] sophorose 1 [24.948]	5	Reduced Model
28-Combined_AA_S & 151	True Negative	0.001	[440623] 2-hydroxyestrone 1 [25.417]	22	Reduced Model
28-Combined_AA_S & 151	False Positive	1	[10712] cellobiose 1 [24.950]	1	Reduced Model
28-Combined_AA_S & 151	True Negative	0.068	[223997] adrenosterone 1 [25.39]	13	Reduced Model
28-Combined_AA_S & 151	True Negative	0.002	[5280711] PGEM 2 [25.416]	19	Reduced Model
28-Combined_AA_S & 151	True Negative	0.002	[638024] piperine 1 [24.933]	19	Reduced Model
28-Combined_AA_S & 152	True Positive	1	[6255] maltose  2 [25.401]	1	Reduced Model
28-Combined_AA_S & 152	False Positive	0.882	[16219560] lactobionic acid 3 [25.406]	6	Reduced Model
28-Combined_AA_S & 152	True Negative	0.017	[440623] 2-hydroxyestrone 1 [25.417]	17	Reduced Model
28-Combined_AA_S & 152	True Negative	0.087	[73318] 8-hydroxydeoxyguanosine	8	Reduced Model
28-Combined_AA_S & 152	True Negative	0.004	[5280711] PGEM 2 [25.416]	20	Reduced Model
28-Combined_AA_S & 152	True Negative	0.005	[5280711] PGEM 1 [25.322]	19	Reduced Model
28-Combined_AA_S & 152	True Negative	0.004	[219833] pregnanediol [25.328]	20	Reduced Model
28-Combined_AA_S & 152	True Negative	0.055	[223997] adrenosterone 1 [25.39]	13	Reduced Model
28-Combined_AA_S & 152	True Negative	0.049	[440623] 2-hydroxyestrone 2 [25.454]	14	Reduced Model
28-Combined_AA_S & 152	True Negative	0.019	[439176] 5'-deoxy-5'-(methylthio)adenosine  2 [25.303]	16	Reduced Model
28-Combined_AA_S & 152	True Negative	0.006	[194988] glycyl-tyrosyl-alanine 1 [25.492]	18	Reduced Model
28-Combined_AA_S & 152	True Negative	0	[72276] (-)-epicatechin [25.472]	25	Reduced Model
28-Combined_AA_S & 152	True Negative	0.001	[72276] epicatechin 2 [25.491]	24	Reduced Model
28-Combined_AA_S & 152	False Positive	0.981	[439559] palatinose [25.482]	4	Reduced Model
28-Combined_AA_S & 152	True Negative	0.071	[PNNLMET0036] 5-methylthioadenosine 2(M) [25.134]	10	Reduced Model
28-Combined_AA_S & 152	True Negative	0.121	[92919] N2,N2-Dimethylguanosine [25.525]	7	Reduced Model
28-Combined_AA_S & 152	True Negative	0.057	[223997] adrenosterone 2 [25.509]	12	Reduced Model
28-Combined_AA_S & 152	False Positive	0.996	[4623424] sophorose 2 [25.189]	2	Reduced Model
28-Combined_AA_S & 152	False Positive	0.973	trehalose	5	Reduced Model
28-Combined_AA_S & 152	True Negative	0.077	[5280370] squalene [25.251]	9	Reduced Model
28-Combined_AA_S & 152	True Negative	0	[667639] piceatannol [25.573]	25	Reduced Model
28-Combined_AA_S & 152	True Negative	0.058	[5280711] PGEM 3 [25.573]	11	Reduced Model
28-Combined_AA_S & 152	False Positive	0.995	[10712] cellobiose 2 [25.157]	3	Reduced Model
28-Combined_AA_S & 152	True Negative	0.002	[66414] 2-methoxyestradiol [25.592]	22	Reduced Model
28-Combined_AA_S & 152	True Negative	0.048	[247304] 2-hydroxyestradiol [25.615]	15	Reduced Model
28-Combined_AA_S & 152	True Negative	0.002	[5280378] formononetin [25.613]	22	Reduced Model
4-AA_L-AsparticAcid & 61	False Positive	0.989	[8897] iminodiacetic acid 2 [13.285]	2	Reduced Model
4-AA_L-AsparticAcid & 61	True Negative	0.011	[5280451] maleamic acid 2 [13.341]	21	Reduced Model
